accident_id,date,time,city,latitude,longitude,weather,severity,vehicle_type,cause,casualties,reported_by
A304922,2022-05-24,11:46,Lucknow,11.16709,71.888811,Clear,Minor,Motorcycle,Unknown,1,Citizen
A304923,2021-09-22,17:35,Kolkata,17.522,73.51022,Clear,Fatal,Car,Distracted,0,Citizen
A304924,2021-01-18,14:47,Pune,17.484068,71.410662,Clear,Minor,Bus,Unknown,0,Citizen
A304925,2021-04-11,20:33,Chennai,18.67729,74.366861,Rain,Moderate,Car,Weather,1,Police
A304926,2023-02-04,14:00,Jaipur,22.876508,75.943478,Clear,Severe,Truck,Bad Road,0,Police
A304927,2025-06-28,14:45,Pune,22.063762,69.889774,Rain,Moderate,Bicycle,Speeding,0,Citizen
A304928,2023-11-11,18:43,Lucknow,19.658149,73.092742,Clear,Minor,Motorcycle,Weather,1,Police
A304929,2025-06-19,18:46,Kolkata,15.850878,74.523237,Clear,Minor,Car,Distracted,1,Citizen
A304930,2021-09-15,12:54,Hyderabad,27.998032,69.891616,Clear,Minor,Car,Mechanical Failure,1,Police
A304931,2025-03-01,12:50,Jaipur,15.681406,70.667855,Clear,Minor,Car,Bad Road,1,Police
A304932,2025-01-24,22:44,Jaipur,15.089084,77.054325,Rain,Severe,Car,Unknown,0,Police
A304933,2024-09-26,03:15,Lucknow,13.156436,73.104729,Clear,Minor,Motorcycle,Mechanical Failure,1,Police
A304934,2021-11-11,09:45,Hyderabad,17.718506,70.598663,Rain,Minor,Motorcycle,Distracted,0,Police
A304935,2022-02-18,18:34,Bengaluru,20.5052,68.761164,Clear,Minor,Motorcycle,Drunk Driving,0,Hospital
A304936,2023-06-26,13:01,Surat,13.469091,77.047231,Storm,Minor,Pedestrian,Unknown,1,Police
A304937,2021-08-07,12:21,Mumbai,28.20483,75.907584,Clear,Moderate,Motorcycle,Mechanical Failure,1,Police
A304938,2024-07-09,21:00,Jaipur,10.256398,72.37808,Hazy,Fatal,Car,Distracted,0,Police
A304939,2025-06-24,03:30,Kolkata,17.172078,73.16382,Rain,Minor,Truck,Distracted,0,Police
A304940,2024-05-17,01:27,Surat,27.298863,69.36529,Rain,Moderate,Car,Speeding,0,Citizen
A304941,2021-01-02,15:23,Pune,19.684986,76.359806,Hazy,Fatal,Motorcycle,Weather,0,Citizen
A304942,2022-05-30,11:03,Kolkata,12.674773,69.734374,Clear,Moderate,Car,Distracted,0,Hospital
A304943,2023-09-04,14:30,Hyderabad,27.686635,76.805602,Clear,Severe,Truck,Weather,0,Hospital
A304944,2021-08-08,07:36,Lucknow,17.449878,76.081806,Hazy,Minor,Car,Distracted,0,Police
A304945,2022-03-26,19:23,Bengaluru,25.002588,70.164447,Clear,Fatal,Car,Bad Road,0,Police
A304946,2021-11-20,00:35,Chennai,19.263518,74.473867,Clear,Fatal,Bicycle,Speeding,0,Police
A304947,2022-08-24,03:51,Bengaluru,14.712214,69.526777,Clear,Minor,Car,Mechanical Failure,0,Police
A304948,2023-05-23,17:06,Lucknow,14.203316,70.786169,Rain,Moderate,Motorcycle,Speeding,1,Police
A304949,2023-05-13,21:05,Chennai,18.406112,73.705198,Hazy,Minor,Car,Mechanical Failure,0,Police
A304950,2025-06-10,12:34,Hyderabad,22.634986,75.219523,Rain,Minor,Bus,Speeding,0,Hospital
A304951,2024-02-13,10:26,Hyderabad,27.30661,76.78211,Hazy,Moderate,Car,Weather,0,Hospital
A304952,2024-03-25,14:51,Bengaluru,10.304295,72.484647,Rain,Moderate,Truck,Speeding,0,Police
A304953,2022-03-06,18:34,Lucknow,13.010288,69.482514,Clear,Moderate,Motorcycle,Distracted,0,Police
A304954,2021-09-02,01:48,Chennai,15.626814,73.762311,Clear,Minor,Truck,Weather,1,Police
A304955,2024-06-07,08:58,Kolkata,17.618543,72.471385,Rain,Moderate,Motorcycle,Weather,0,Police
A304956,2025-04-13,02:35,Hyderabad,10.615913,70.828752,Snow (rare),Moderate,Car,Distracted,1,Police
A304957,2024-06-08,00:54,Hyderabad,23.793448,72.360828,Clear,Moderate,Car,Drunk Driving,2,Police
A304958,2023-07-22,07:29,Hyderabad,18.328288,69.285207,Clear,Moderate,Bus,Mechanical Failure,0,Citizen
A304959,2023-12-19,09:05,Chennai,24.834309,74.621955,Rain,Minor,Car,Unknown,0,Citizen
A304960,2021-08-13,21:32,Chennai,25.64948,73.339796,Clear,Moderate,Car,Speeding,0,Police
A304961,2021-10-07,17:55,Pune,20.043271,74.838563,Rain,Severe,Motorcycle,Speeding,0,Hospital
A304962,2023-08-09,01:45,Hyderabad,14.194494,73.631995,Storm,Minor,Bus,Weather,0,Citizen
A304963,2023-09-19,17:10,Lucknow,16.414401,74.133494,Clear,Minor,Bicycle,Distracted,0,Police
A304964,2021-01-23,04:30,Surat,21.660228,77.530636,Clear,Severe,Motorcycle,Distracted,0,Police
A304965,2023-08-03,08:30,Pune,14.890646,73.096572,Clear,Minor,Motorcycle,Mechanical Failure,1,Police
A304966,2021-06-16,01:08,Pune,22.612976,74.900164,Rain,Minor,Bus,Weather,0,Police
A304967,2021-01-10,06:44,Bengaluru,18.747706,68.115963,Clear,Minor,Bus,Distracted,0,Police
A304968,2025-09-17,14:51,Pune,8.584986,77.646638,Storm,Fatal,Motorcycle,Unknown,0,Police
A304969,2025-08-12,15:49,Jaipur,9.331312,73.296747,Snow (rare),Severe,Pedestrian,Mechanical Failure,2,Insurance
A304970,2024-07-28,19:11,Pune,12.18264,68.526295,Clear,Moderate,Truck,Distracted,0,Police
A304971,2021-10-18,21:07,Lucknow,20.010515,73.238277,Clear,Severe,Car,Drunk Driving,0,Police
A304972,2022-01-30,17:53,Hyderabad,8.867771,70.3223,Clear,Minor,Car,Drunk Driving,0,Citizen
A304973,2024-04-16,01:46,Lucknow,24.610806,75.737751,Fog,Moderate,Motorcycle,Weather,0,Police
A304974,2023-09-16,03:31,Surat,13.880779,68.353727,Clear,Minor,Bus,Unknown,1,Citizen
A304975,2024-05-22,10:11,Pune,22.64437,76.250733,Clear,Minor,Motorcycle,Distracted,0,Police
A304976,2022-10-01,22:55,Kolkata,22.582296,75.761484,Rain,Severe,Motorcycle,Speeding,0,Citizen
A304977,2023-03-01,07:51,Chennai,26.620025,68.289589,Clear,Fatal,Bus,Bad Road,0,Police
A304978,2022-07-08,13:36,Lucknow,19.1367,70.992797,Fog,Minor,Bus,Speeding,1,Citizen
A304979,2022-02-04,05:56,Hyderabad,11.86491,76.890391,Rain,Minor,Car,Drunk Driving,0,Hospital
A304980,2022-09-17,04:26,Chennai,14.488938,76.520012,Hazy,Minor,Car,Weather,0,Police
A304981,2025-01-14,14:55,Hyderabad,17.919997,74.596391,Clear,Minor,Pedestrian,Unknown,1,Police
A304982,2023-10-19,04:32,Kolkata,28.169708,76.073668,Fog,Moderate,Bus,Speeding,0,Police
A304983,2022-11-03,00:34,Bengaluru,8.87771,77.461792,Rain,Severe,Motorcycle,Distracted,0,Hospital
A304984,2021-09-22,10:13,Lucknow,13.615126,76.572379,Clear,Moderate,Motorcycle,Speeding,0,Citizen
A304985,2023-12-03,08:35,Pune,10.1774,70.788778,Snow (rare),Moderate,Motorcycle,Mechanical Failure,0,Police
A304986,2025-05-01,14:47,Jaipur,24.015285,74.940656,Fog,Minor,Motorcycle,Unknown,0,Police
A304987,2023-02-10,14:14,Lucknow,18.851061,76.200339,Hazy,Moderate,Car,Weather,0,Citizen
A304988,2023-06-03,07:14,Chennai,22.62949,71.182166,Rain,Moderate,Motorcycle,Distracted,1,Police
A304989,2023-02-02,11:28,Lucknow,10.741905,72.58341,Rain,Moderate,Car,Weather,1,Police
A304990,2025-09-15,18:43,Surat,26.902756,74.846606,Rain,Minor,Car,Weather,0,Police
A304991,2024-09-29,05:20,Pune,14.66536,74.803553,Clear,Minor,Motorcycle,Mechanical Failure,0,Citizen
A304992,2022-01-29,05:21,Hyderabad,18.418303,75.82357,Rain,Moderate,Car,Speeding,0,Police
A304993,2022-05-29,17:46,Chennai,24.224574,68.452439,Rain,Moderate,Car,Unknown,0,Citizen
A304994,2024-07-15,00:35,Mumbai,12.721174,69.161935,Clear,Severe,Motorcycle,Unknown,1,Citizen
A304995,2024-04-07,05:03,Pune,14.86513,75.890928,Clear,Minor,Motorcycle,Speeding,0,Police
A304996,2024-01-25,02:53,Kolkata,15.335964,68.828569,Rain,Minor,Car,Speeding,0,Insurance
A304997,2021-07-04,21:36,Hyderabad,20.471006,70.344706,Clear,Severe,Bus,Unknown,0,Police
A304998,2024-06-02,16:10,Delhi,25.705729,72.344344,Clear,Minor,Car,Drunk Driving,0,Police
A304999,2022-12-07,01:19,Surat,27.255129,75.118484,Clear,Moderate,Motorcycle,Weather,1,Citizen
A305000,2022-11-15,03:56,Jaipur,14.819986,73.032529,Clear,Minor,Truck,Unknown,0,Police
A305001,2024-11-07,21:18,Delhi,16.180965,76.502668,Clear,Minor,Truck,Drunk Driving,0,Police
A305002,2021-12-15,18:21,Chennai,9.614568,69.55885,Snow (rare),Minor,Car,Drunk Driving,0,Police
A305003,2024-10-20,09:11,Hyderabad,9.043129,72.913822,Hazy,Fatal,Bus,Unknown,1,Police
A305004,2022-01-01,11:12,Hyderabad,28.328807,73.994349,Fog,Minor,Bus,Bad Road,0,Police
A305005,2023-12-08,04:03,Lucknow,25.723923,69.011204,Hazy,Minor,Car,Drunk Driving,0,Police
A305006,2022-01-28,22:01,Mumbai,20.803205,71.450549,Rain,Minor,Pedestrian,Distracted,1,Citizen
A305007,2024-03-28,16:15,Jaipur,23.795935,68.146798,Rain,Severe,Bus,Bad Road,1,Police
A305008,2024-04-19,00:03,Chennai,11.716091,73.93462,Clear,Moderate,Motorcycle,Weather,0,Police
A305009,2021-12-22,09:39,Pune,13.734532,70.259755,Rain,Minor,Car,Drunk Driving,0,Police
A305010,2025-07-22,11:50,Surat,23.022159,77.073712,Rain,Moderate,Motorcycle,Speeding,0,Police
A305011,2023-09-02,12:08,Lucknow,25.824148,74.466322,Clear,Moderate,Bus,Mechanical Failure,0,Police
A305012,2023-11-02,15:43,Delhi,16.953587,68.457213,Rain,Minor,Motorcycle,Mechanical Failure,0,Citizen
A305013,2024-09-06,02:19,Hyderabad,20.498075,77.447108,Clear,Minor,Motorcycle,Distracted,0,Citizen
A305014,2024-05-10,06:19,Hyderabad,10.756415,75.170136,Fog,Minor,Car,Drunk Driving,0,Police
A305015,2023-06-14,13:11,Delhi,25.358431,69.638965,Hazy,Minor,Car,Drunk Driving,0,Police
A305016,2024-01-24,06:01,Kolkata,12.273583,72.499801,Storm,Minor,Car,Mechanical Failure,0,Police
A305017,2024-11-26,18:34,Lucknow,23.07875,75.805012,Clear,Severe,Bus,Mechanical Failure,0,Police
A305018,2021-10-13,14:01,Mumbai,11.136906,76.485189,Clear,Minor,Pedestrian,Bad Road,1,Police
A305019,2023-02-17,22:08,Hyderabad,27.028682,70.16424,Clear,Severe,Car,Unknown,2,Insurance
A305020,2021-06-10,14:34,Lucknow,23.303478,68.746609,Clear,Minor,Car,Speeding,0,Police
A305021,2023-07-20,17:50,Lucknow,18.196522,70.365425,Clear,Minor,Car,Weather,0,Police
A305022,2021-04-16,02:24,Hyderabad,10.099022,75.813456,Rain,Severe,Car,Unknown,0,Police
A305023,2024-11-30,01:48,Hyderabad,22.902656,74.951155,Clear,Moderate,Motorcycle,Mechanical Failure,2,Police
A305024,2022-10-03,14:31,Surat,21.16459,69.51796,Fog,Moderate,Car,Mechanical Failure,0,Citizen
A305025,2023-09-03,22:47,Jaipur,27.667593,76.407048,Clear,Minor,Motorcycle,Distracted,0,Police
A305026,2025-07-11,09:55,Bengaluru,8.578177,70.335531,Storm,Minor,Motorcycle,Bad Road,0,Hospital
A305027,2022-05-25,05:20,Delhi,24.215568,68.103141,Storm,Minor,Car,Speeding,0,Police
A305028,2023-05-12,08:30,Pune,12.381694,77.127691,Rain,Minor,Motorcycle,Speeding,0,Police
A305029,2022-03-25,19:35,Lucknow,18.350909,70.645063,Clear,Minor,Motorcycle,Weather,0,Police
A305030,2023-07-25,19:14,Kolkata,19.615286,72.968121,Rain,Minor,Truck,Drunk Driving,0,Citizen
A305031,2022-10-09,09:22,Mumbai,25.199743,68.275138,Rain,None,Car,Distracted,1,Hospital
A305032,2021-09-12,11:20,Mumbai,22.417461,70.163154,Clear,Minor,Motorcycle,Mechanical Failure,1,Police
A305033,2021-12-06,14:16,Lucknow,19.219468,76.657885,Rain,Minor,Truck,Drunk Driving,0,Police
A305034,2023-08-16,16:15,Delhi,13.37386,74.226887,Rain,Minor,Pedestrian,Distracted,1,Police
A305035,2025-04-06,12:57,Mumbai,21.812201,68.537436,Rain,Moderate,Car,Unknown,0,Hospital
A305036,2023-02-20,16:51,Surat,15.706607,69.039478,Storm,Fatal,Motorcycle,Speeding,0,Police
A305037,2021-10-17,05:52,Bengaluru,11.793595,72.509202,Fog,Minor,Car,Drunk Driving,1,Hospital
A305038,2022-09-27,11:09,Delhi,22.05903,76.016335,Clear,Minor,Car,Weather,0,Police
A305039,2022-03-25,15:21,Kolkata,12.914198,75.848102,Storm,Minor,Motorcycle,Bad Road,0,Police
A305040,2023-04-29,19:02,Surat,11.869774,72.277805,Rain,Minor,Bicycle,Bad Road,0,Police
A305041,2022-12-03,12:01,Bengaluru,28.549208,74.636451,Fog,Severe,Car,Drunk Driving,0,Hospital
A305042,2022-09-30,22:09,Lucknow,18.05022,70.767791,Storm,Moderate,Car,Mechanical Failure,0,Police
A305043,2023-04-29,17:29,Kolkata,10.123659,68.167692,Clear,Severe,Motorcycle,Speeding,0,Police
A305044,2023-10-12,04:35,Surat,16.820977,76.036467,Rain,Minor,Bus,Mechanical Failure,0,Police
A305045,2023-01-13,06:17,Lucknow,9.816846,69.990505,Clear,Minor,Truck,Bad Road,1,Police
A305046,2025-03-07,20:29,Hyderabad,23.514292,73.000519,Clear,Moderate,Bus,Weather,0,Citizen
A305047,2023-08-23,06:54,Delhi,8.810555,71.062689,Rain,Minor,Motorcycle,Drunk Driving,1,Police
A305048,2023-05-04,06:23,Mumbai,13.594433,76.262662,Rain,Minor,Car,Mechanical Failure,0,Police
A305049,2022-10-07,19:33,Pune,17.426746,72.936196,Clear,Minor,Motorcycle,Drunk Driving,0,Citizen
A305050,2023-08-10,15:30,Lucknow,12.720221,75.684392,Clear,Minor,Car,Unknown,1,Police
A305051,2023-06-15,22:13,Lucknow,11.815618,71.65008,Rain,Moderate,Truck,Distracted,0,Police
A305052,2024-02-19,03:22,Surat,14.256894,71.989206,Rain,Minor,Truck,Weather,0,Citizen
A305053,2024-09-01,22:01,Surat,16.658603,75.891004,Hazy,Moderate,Car,Unknown,0,Police
A305054,2024-12-05,17:47,Surat,20.89419,73.061239,Storm,Minor,Car,Drunk Driving,1,Citizen
A305055,2024-12-10,22:20,Delhi,10.906458,76.060934,Clear,Minor,Bus,Weather,0,Citizen
A305056,2024-05-23,20:56,Lucknow,16.664954,77.339377,Clear,Minor,Car,Mechanical Failure,0,Citizen
A305057,2024-02-07,12:39,Mumbai,20.783731,76.670566,Rain,Minor,Car,Mechanical Failure,1,Hospital
A305058,2024-11-21,05:23,Lucknow,21.394314,71.350673,Clear,Moderate,Car,Speeding,0,Police
A305059,2023-06-05,22:34,Bengaluru,25.528399,76.606964,Rain,Severe,Car,Bad Road,1,Police
A305060,2024-03-09,13:40,Kolkata,20.225655,75.183309,Clear,Severe,Car,Weather,0,Police
A305061,2021-03-15,05:08,Bengaluru,12.652646,76.582364,Rain,Fatal,Motorcycle,Unknown,0,Police
A305062,2025-05-25,12:09,Delhi,24.781455,72.886771,Rain,Moderate,Bus,Speeding,0,Hospital
A305063,2024-01-18,21:48,Kolkata,23.250618,68.795874,Rain,Minor,Car,Drunk Driving,1,Police
A305064,2025-05-17,10:36,Jaipur,27.468703,73.577813,Rain,Moderate,Truck,Drunk Driving,0,Hospital
A305065,2021-03-16,17:16,Bengaluru,8.980399,70.537112,Clear,Minor,Motorcycle,Distracted,0,Citizen
A305066,2023-04-19,19:22,Delhi,27.735682,72.618812,Clear,Severe,Motorcycle,Distracted,0,Police
A305067,2024-01-25,12:10,Chennai,23.009952,77.567205,Hazy,Minor,Car,Distracted,0,Hospital
A305068,2024-09-06,05:03,Surat,11.328786,77.092762,Rain,Fatal,Bicycle,Weather,1,Police
A305069,2021-03-09,12:24,Kolkata,24.634413,72.329437,Rain,Minor,Motorcycle,Distracted,0,Citizen
A305070,2021-02-12,15:14,Pune,25.608436,75.133668,Clear,Minor,Car,Bad Road,1,Police
A305071,2024-02-07,16:45,Jaipur,27.896336,70.807478,Clear,Minor,Pedestrian,Bad Road,1,Citizen
A305072,2024-09-02,21:14,Hyderabad,10.403012,69.438478,Clear,Minor,Motorcycle,Mechanical Failure,0,Police
A305073,2025-04-09,06:17,Hyderabad,15.332302,68.104055,Clear,Minor,Bus,Distracted,1,Police
A305074,2021-06-13,07:44,Mumbai,14.801718,76.830528,Rain,Minor,Car,Unknown,0,Citizen
A305075,2024-07-30,13:20,Mumbai,16.947642,72.62241,Rain,Minor,Truck,Unknown,1,Police
A305076,2024-07-16,18:56,Pune,21.691585,76.48669,Storm,Severe,Car,Bad Road,0,Police
A305077,2023-03-08,09:38,Surat,13.274091,72.805896,Hazy,Moderate,Motorcycle,Weather,0,Police
A305078,2025-05-14,06:27,Lucknow,16.281365,75.954796,Clear,Moderate,Truck,Unknown,1,Citizen
A305079,2021-10-10,09:41,Chennai,28.159351,70.60821,Clear,Minor,Car,Drunk Driving,0,Hospital
A305080,2025-09-04,19:39,Delhi,22.628778,68.899732,Snow (rare),Minor,Car,Distracted,0,Police
A305081,2024-11-05,15:49,Lucknow,16.406604,68.091056,Rain,Minor,Car,Bad Road,0,Police
A305082,2021-04-30,20:58,Hyderabad,27.993036,73.692151,Clear,Severe,Car,Distracted,0,Police
A305083,2022-11-20,20:54,Bengaluru,14.765606,77.036345,Clear,Moderate,Car,Mechanical Failure,0,Police
A305084,2025-08-07,05:50,Delhi,26.770396,68.008904,Hazy,Minor,Motorcycle,Unknown,0,Police
A305085,2023-07-21,10:26,Pune,22.878569,69.844939,Hazy,Minor,Truck,Bad Road,0,Citizen
A305086,2021-07-13,05:57,Bengaluru,13.823144,68.829133,Clear,Minor,Car,Weather,0,Hospital
A305087,2024-12-21,13:57,Surat,17.133925,76.001159,Clear,Minor,Bus,Drunk Driving,1,Citizen
A305088,2025-04-08,10:53,Surat,24.717392,73.225205,Fog,Minor,Motorcycle,Drunk Driving,0,Citizen
A305089,2022-11-10,04:39,,27.000829,74.938274,Hazy,Moderate,Bus,Drunk Driving,0,Police
A305090,2024-12-10,10:14,Delhi,20.044026,74.769744,Fog,Severe,Truck,Bad Road,0,Citizen
A305091,2021-03-22,19:28,Kolkata,17.261472,68.085652,Clear,Minor,Car,Distracted,0,Citizen
A305092,2021-06-01,08:11,Bengaluru,24.354013,71.223182,Clear,Minor,Motorcycle,Bad Road,1,Citizen
A305093,2023-08-19,19:12,Mumbai,10.035994,68.823436,Rain,Minor,Motorcycle,Speeding,1,Citizen
A305094,2021-08-04,11:10,Pune,17.375378,71.742331,Fog,Minor,Car,Mechanical Failure,1,Police
A305095,2023-09-26,05:40,Kolkata,26.990968,69.885768,Fog,Severe,Motorcycle,Distracted,0,Police
A305096,2021-02-28,20:50,Bengaluru,16.356549,69.856292,Fog,Minor,Motorcycle,Distracted,0,Police
A305097,2024-11-19,00:38,Lucknow,18.880124,77.286642,Rain,Severe,Truck,Drunk Driving,0,Police
A305098,2022-05-04,19:42,Hyderabad,8.01093,70.556885,Clear,Minor,Truck,Distracted,1,Hospital
A305099,2025-04-01,06:43,Surat,10.477803,75.939096,Clear,Minor,Car,Distracted,0,Police
A305100,2025-09-26,22:29,Kolkata,18.15301,76.848648,Clear,Minor,Car,Speeding,0,Citizen
A305101,2024-01-01,10:43,Chennai,15.184227,71.033033,Clear,Minor,Car,Speeding,0,Police
A305102,2022-04-12,16:46,Surat,27.397935,77.570562,Clear,Moderate,Car,Unknown,0,Police
A305103,2022-03-25,07:29,Hyderabad,8.018671,75.774062,Clear,Severe,Motorcycle,Distracted,0,Police
A305104,2024-03-06,09:04,Pune,11.620613,75.477229,Clear,Moderate,Motorcycle,Speeding,0,Citizen
A305105,2022-07-22,04:54,Delhi,18.471293,69.092965,Clear,Minor,Car,Unknown,0,Citizen
A305106,2021-04-24,14:53,Surat,14.441189,68.030783,Clear,Fatal,Bicycle,Speeding,0,Citizen
A305107,2024-09-06,18:21,Pune,15.39804,74.573285,Clear,Minor,Car,Distracted,0,Police
A305108,2021-03-31,22:12,Mumbai,23.006267,70.046394,Clear,Minor,Motorcycle,Distracted,2,Police
A305109,2021-09-22,03:52,Chennai,15.067331,73.075106,Clear,Moderate,Car,Drunk Driving,0,Police
A305110,2023-01-21,11:10,Bengaluru,20.819572,71.58334,Clear,Minor,Bus,Mechanical Failure,1,Citizen
A305111,2023-10-24,03:25,Kolkata,26.988894,75.92931,Clear,Minor,Bus,Distracted,0,Police
A305112,2023-09-27,05:54,Chennai,22.227685,68.35107,Clear,Moderate,Bicycle,Speeding,1,Police
A305113,2023-12-03,02:01,Lucknow,14.181256,69.139853,Clear,Minor,Motorcycle,Drunk Driving,0,Police
A305114,2022-01-01,17:49,Mumbai,25.030031,73.402473,Hazy,Minor,Motorcycle,Distracted,0,Police
A305115,2022-01-17,14:48,Lucknow,24.821958,76.156261,Hazy,Minor,Car,Unknown,1,Police
A305116,2021-07-24,08:57,Mumbai,14.3278,75.820725,Clear,Minor,Car,Distracted,1,Police
A305117,2024-08-23,06:10,Bengaluru,8.751074,74.751648,Fog,Minor,Truck,Mechanical Failure,0,Citizen
A305118,2025-06-08,12:40,Lucknow,24.672355,73.304063,Rain,Minor,Motorcycle,Bad Road,1,Police
A305119,2021-12-12,07:40,Chennai,19.082131,72.11262,Clear,Minor,Bus,Mechanical Failure,0,Citizen
A305120,2021-04-26,14:29,Mumbai,19.952867,71.727996,Clear,Fatal,Bus,Distracted,1,Insurance
A305121,2024-12-29,21:08,Jaipur,25.52136,76.019133,Rain,Moderate,Car,Bad Road,1,Police
A305122,2025-01-04,06:12,Chennai,24.015977,68.667811,Fog,Moderate,Bicycle,Speeding,0,Police
A305123,2022-07-15,03:33,Surat,24.359778,70.405407,Hazy,Moderate,Car,Speeding,1,Citizen
A305124,2021-09-04,11:06,Kolkata,19.991561,68.241821,Clear,Minor,Car,Mechanical Failure,0,Police
A305125,2021-09-03,14:41,Kolkata,9.853791,69.355965,Rain,Minor,Truck,Speeding,1,Citizen
A305126,2021-11-08,05:27,Jaipur,8.638673,74.081594,Clear,Minor,Pedestrian,Unknown,0,Citizen
A305127,2025-06-29,15:44,Delhi,19.8149,76.035231,Hazy,Minor,Motorcycle,Distracted,0,Police
A305128,2024-04-01,13:15,Surat,28.045715,73.068741,Clear,Moderate,Bus,Weather,1,Hospital
A305129,2022-02-06,12:56,Pune,13.703182,73.789543,Rain,Minor,Car,Mechanical Failure,0,Citizen
A305130,2023-01-15,12:02,Bengaluru,15.308941,76.385546,Clear,Moderate,Truck,Weather,0,Citizen
A305131,2022-04-04,15:16,Hyderabad,11.641494,70.474792,Clear,Minor,Motorcycle,Weather,1,Police
A305132,2021-07-22,15:50,Chennai,17.806706,74.777135,Clear,Severe,Car,Unknown,0,Police
A305133,2021-07-09,17:30,Jaipur,15.070254,72.085033,Rain,Moderate,Bus,Weather,0,Police
A305134,2022-12-29,13:44,Jaipur,10.884685,73.505508,Fog,Minor,Motorcycle,Unknown,1,Police
A305135,2022-10-22,11:20,Kolkata,14.95941,68.153432,Fog,Minor,Car,Distracted,0,Citizen
A305136,2022-04-29,12:31,Kolkata,22.843757,76.83858,Clear,Severe,Bicycle,Drunk Driving,1,Police
A305137,2022-12-27,12:44,Surat,26.995158,69.504164,Clear,Minor,Bicycle,Distracted,0,Police
A305138,2022-01-05,02:33,Delhi,21.640772,71.24568,Rain,Minor,Car,Unknown,0,Hospital
A305139,2024-08-06,18:05,Kolkata,9.293259,77.394085,Rain,Moderate,Bus,Distracted,0,Police
A305140,2025-03-18,02:46,Bengaluru,15.714022,73.974448,Clear,Minor,Bus,Speeding,0,Hospital
A305141,2025-07-22,06:20,Mumbai,13.364568,72.334692,Fog,Moderate,Car,Bad Road,0,Police
A305142,2021-03-06,21:03,Mumbai,11.39907,68.273733,Fog,Moderate,Car,Weather,1,Police
A305143,2021-08-24,05:04,Jaipur,16.607118,73.121981,Clear,Minor,Car,Unknown,0,Police
A305144,2023-03-06,08:14,Pune,23.283605,73.722773,Clear,Minor,Motorcycle,Mechanical Failure,1,Hospital
A305145,2021-08-02,05:32,Bengaluru,16.290552,72.25108,Rain,Moderate,Bicycle,Drunk Driving,1,Hospital
A305146,2025-03-22,14:12,Surat,17.337548,71.599821,Rain,Minor,Bus,Unknown,1,Police
A305147,2025-07-07,03:41,Bengaluru,8.287253,74.606999,Clear,Minor,Motorcycle,Mechanical Failure,1,Citizen
A305148,2022-10-31,12:42,Kolkata,19.728006,77.607937,Clear,Minor,Car,Drunk Driving,2,Citizen
A305149,2025-03-01,00:46,Hyderabad,12.418682,68.228467,Hazy,Minor,Bus,Weather,0,Police
A305150,2025-07-02,09:38,Kolkata,18.812245,69.608933,Rain,Moderate,Truck,Speeding,0,Police
A305151,2022-08-26,21:01,Surat,25.74324,76.79182,Clear,Severe,Motorcycle,Bad Road,0,Citizen
A305152,2023-03-25,06:07,Delhi,21.953082,68.615875,Clear,Moderate,Motorcycle,Drunk Driving,0,Police
A305153,2022-04-20,05:03,Chennai,16.758241,74.943638,Clear,Moderate,Truck,Speeding,0,Police
A305154,2022-11-24,02:06,Surat,9.390562,72.619218,Fog,Minor,Car,Speeding,0,Police
A305155,2024-07-10,18:47,Pune,14.793656,70.404277,Rain,Severe,Car,Distracted,0,Citizen
A305156,2025-04-29,10:04,Chennai,19.986201,77.547275,Clear,Minor,Truck,Speeding,0,Hospital
A305157,2022-11-07,15:48,Chennai,28.665892,74.38771,Hazy,Moderate,Pedestrian,Unknown,0,Insurance
A305158,2025-03-05,18:02,Hyderabad,13.800942,68.499191,Clear,Minor,Motorcycle,Mechanical Failure,1,Police
A305159,2025-09-05,20:33,Jaipur,24.169383,70.425717,Clear,Minor,Bicycle,Mechanical Failure,0,Hospital
A305160,2021-05-26,06:36,Jaipur,8.887957,72.226316,Rain,Minor,Truck,Unknown,0,Citizen
A305161,2021-07-08,02:28,Pune,9.489614,72.915724,Clear,Minor,Car,Speeding,0,Citizen
A305162,2024-09-05,19:58,Delhi,22.993852,74.095343,Rain,Moderate,Motorcycle,Drunk Driving,0,Citizen
A305163,2023-11-23,22:19,Bengaluru,11.279495,72.00915,Fog,Moderate,Car,Bad Road,0,Citizen
A305164,2021-11-26,17:05,Kolkata,8.96922,68.074166,Clear,Moderate,Motorcycle,Distracted,0,Police
A305165,2021-10-04,02:46,Delhi,9.680653,71.313684,Rain,Moderate,Motorcycle,Distracted,0,Police
A305166,2021-01-03,14:00,Bengaluru,15.044258,77.289934,Clear,Minor,Bus,Weather,0,Insurance
A305167,2025-01-28,18:21,Lucknow,24.146396,76.70632,Clear,Minor,Car,Drunk Driving,1,Citizen
A305168,2025-07-03,07:36,Kolkata,9.288741,75.33228,Fog,Severe,Pedestrian,Speeding,0,Police
A305169,2021-09-08,01:05,Delhi,22.005215,68.603265,Clear,Minor,Bus,Weather,0,Insurance
A305170,2022-07-11,05:21,Hyderabad,15.635443,71.789599,Clear,Minor,Truck,Unknown,0,Police
A305171,2024-03-10,06:18,Bengaluru,28.109891,72.34855,Clear,Minor,Car,Unknown,1,Police
A305172,2023-05-13,13:27,Delhi,14.816553,74.754086,Rain,Moderate,Car,Weather,0,Police
